PLANT,PLANT_LAT,PLANT_LNG,SHIPMENTS,DESTINATION,DESTINATION_ZIP,DESTINATION_STATE,DESTINATION_COUNTRY,DESTINATION_STATE_LAT,DESTINATION_STATE_LNG,DESTINATION_ZIP_LAT,DESTINATION_ZIP_LNG
1661,47.1,-122.32,8,BELLINGHAM,98226,WA,US,47.3917,-121.5708,48.79,-122.41
1661,47.1,-122.32,3,EVERETT,98201,WA,US,47.3917,-121.5708,47.98,-122.2
1661,47.1,-122.32,1,EVERETT,98204,WA,US,47.3917,-121.5708,47.89,-122.25
1661,47.1,-122.32,1,RENTON,98057,WA,US,47.3917,-121.5708,47.48,-122.19
1661,47.1,-122.32,3,SEATTLE,98133,WA,US,47.3917,-121.5708,47.73,-122.34
1661,47.1,-122.32,6,SEATTLE,98134,WA,US,47.3917,-121.5708,47.57,-122.33
1661,47.1,-122.32,1,SEATTLE,98144,WA,US,47.3917,-121.5708,47.58,-122.3
1661,47.1,-122.32,4,BELLEVUE,98005,WA,US,47.3917,-121.5708,47.62,-122.16
1661,47.1,-122.32,2,ISSAQUAH,98029,WA,US,47.3917,-121.5708,47.55,-122
1661,47.1,-122.32,2,REDMOND,98052,WA,US,47.3917,-121.5708,47.68,-122.12
1661,47.1,-122.32,7,TACOMA,98409,WA,US,47.3917,-121.5708,47.21,-122.47
1661,47.1,-122.32,4,GIGHARBOR,98332,WA,US,47.3917,-121.5708,47.36,-122.6
1661,47.1,-122.32,2,BREMERTON,98311,WA,US,47.3917,-121.5708,47.63,-122.63
1661,47.1,-122.32,1,SILVERDALE,98383,WA,US,47.3917,-121.5708,47.67,-122.72
1661,47.1,-122.32,8,PENDLETON,97801,OR,US,44.5672,-122.1269,45.73,-118.79
1661,47.1,-122.32,2,MOSESLAKE,98837,WA,US,47.3917,-121.5708,47.19,-119.3
1661,47.1,-122.32,1,LYNNWOOD,98036,WA,US,47.3917,-121.5708,47.8,-122.28
1661,47.1,-122.32,3,ARLINGTON,98223,WA,US,47.3917,-121.5708,48.18,-121.67
1661,47.1,-122.32,2,TACOMA,98401,WA,US,47.3917,-121.5708,47.25,-122.44
580,47.1,-122.32,2,BELLINGHAM,98226,WA,US,47.3917,-121.5708,48.79,-122.41
300,33.04,-96.51,6,WICHITA,67213,KS,US,38.5111,-96.8005,37.68,-97.34
642,39.69,-104.81,4,SALTLAKECITY,84115,UT,US,40.1135,-111.8535,40.71,-111.89
642,39.69,-104.81,1,SANDY,84070,UT,US,40.1135,-111.8535,40.57,-111.89
646,28.04,-81.96,2,GAINESVILLE,32653,FL,US,27.8333,-81.717,29.67,-82.33
580,47.1,-122.32,4,SANJOSE,95123,CA,US,36.17,-119.7462,37.23,-121.82
10,40.2,-77.2,4,BUFFALO,14206,NY,US,42.1497,-74.9384,42.88,-78.85
10,40.2,-77.2,4,ROCHESTER,14605,NY,US,42.1497,-74.9384,43.16,-77.61
570,39.8,-79.8,3,Richmond,23234,VA,US,37.768,-78.2057,37.55,-77.46
570,39.8,-79.8,5,ERIE,16501,PA,US,40.5773,-77.264,42.12,-80.08
570,39.8,-79.8,1,ERIE,16511,PA,US,40.5773,-77.264,42.12,-80.08
570,39.8,-79.8,4,HARRISONBURG,22801,VA,US,37.768,-78.2057,38.43,-78.87
570,39.8,-79.8,4,ROXBORO,27573,NC,US,35.6411,-79.8431,36.4,-78.98
570,39.8,-79.8,1,NEWCASTLE,19720,DE,US,39.3498,-75.5148,39.66,-75.57
570,39.8,-79.8,7,BRADDOCK,15104,PA,US,40.5773,-77.264,40.4,-79.86
570,39.8,-79.8,5,UNIONTOWN,15401,PA,US,40.5773,-77.264,39.89,-79.72
570,39.8,-79.8,2,NEWCASTLE,16101,PA,US,40.5773,-77.264,40.99,-80.34
570,39.8,-79.8,4,WARREN,44483,OH,US,40.3736,-82.7755,41.23,-80.81
91,40.57,-112.33,1,SANJOSE,95123,CA,US,36.17,-119.7462,37.23,-121.82
91,40.57,-112.33,2,ANAHEIM,92801,CA,US,36.17,-119.7462,33.84,-117.95
570,39.8,-79.8,2,PETERSBURG,23806,VA,US,37.768,-78.2057,37.2,-77.39
570,39.8,-79.8,1,GOLDSBORO,27530,NC,US,35.6411,-79.8431,35.37,-77.97
90,34.61,-89.97,1,CYPRESS,77433,TX,US,31.106,-97.6475,29.96,-95.69
10,40.2,-77.2,4,MANCHESTER,3103,NH,US,43.4108,-71.5653,42.99,-71.45
530,41.93,-87.87,6,MISHAWAKA,46545,IN,US,39.8647,-86.2604,41.66,-86.16
90,34.61,-89.97,1,Houston,77041,TX,US,31.106,-97.6475,29.76,-95.38
300,33.04,-96.51,1,MCDONOUGH,30253,GA,US,32.9866,-83.6487,33.45,-84.14
10,40.2,-77.2,4,BROCKTON,2301,MA,US,42.2373,-71.5314,42.08,-71.02
10,40.2,-77.2,1,NEWCASTLE,16101,PA,US,40.5773,-77.264,40.99,-80.34
10,40.2,-77.2,1,WARREN,44483,OH,US,40.3736,-82.7755,41.23,-80.81
10,40.2,-77.2,4,BRADDOCK,15104,PA,US,40.5773,-77.264,40.4,-79.86
10,40.2,-77.2,1,UNIONTOWN,15401,PA,US,40.5773,-77.264,39.89,-79.72
10,40.2,-77.2,1,PITTSBURGH,15238,PA,US,40.5773,-77.264,40.43,-79.97
10,40.2,-77.2,1,TETERBORO,7608,NJ,US,40.314,-74.5089,40.85,-74.06
10,40.2,-77.2,1,BEVERLY,8010,NJ,US,40.314,-74.5089,40.06,-74.92
10,40.2,-77.2,4,EASTRUTHERFORD,7073,NJ,US,40.314,-74.5089,40.81,-74.08
10,40.2,-77.2,15,ELKHART,46514,IN,US,39.8647,-86.2604,41.68,-85.96
10,40.2,-77.2,1,WILLISTON,5495,VT,US,44.0407,-72.7093,44.43,-73.07
10,40.2,-77.2,4,LONGISLANDCITY,11101,NY,US,42.1497,-74.9384,40.74,-73.93
10,40.2,-77.2,1,OCEANSIDE,11572,NY,US,42.1497,-74.9384,40.63,-73.63
10,40.2,-77.2,5,HICKSVILLE,11801,NY,US,42.1497,-74.9384,40.76,-73.52
310,40.2,-77.2,1,HOLLAND,14080,NY,US,42.1497,-74.9384,42.63,-78.54
570,39.8,-79.8,1,LORAIN,44053,OH,US,40.3736,-82.7755,41.44,-82.18
570,39.8,-79.8,3,COLUMBUS,43219,OH,US,40.3736,-82.7755,39.98,-82.98
570,39.8,-79.8,2,VIRGINIABEACH,23455,VA,US,37.768,-78.2057,36.73,-76.04
570,39.8,-79.8,1,LORTON,22079,VA,US,37.768,-78.2057,38.7,-77.24
570,39.8,-79.8,10,ROCKYMOUNT,27815,NC,US,35.6411,-79.8431,35.92,-77.67
550,32.73,-96.29,4,EDGERTON,66021,KS,US,38.5111,-96.8005,38.76,-95.01
550,32.73,-96.29,3,KATY,77494,TX,US,31.106,-97.6475,29.79,-95.82
570,39.8,-79.8,1,HOLLIDAYSBURG,16648,PA,US,40.5773,-77.264,40.43,-78.39
550,32.73,-96.29,4,OKLAHOMACITY,73108,OK,US,35.5376,-96.9247,35.46,-97.51
570,39.8,-79.8,1,CHARLOTTESVILLE,22911,VA,US,37.768,-78.2057,38.03,-78.48
550,32.73,-96.29,1,KansasCity,66103,KS,US,38.5111,-96.8005,39.1,-94.62
90,34.61,-89.97,2,BRASELTON,30517,GA,US,32.9866,-83.6487,34.1,-83.78
90,34.61,-89.97,1,ROMEOVILLE,60446,IL,US,40.3363,-89.0022,41.64,-88.08
310,40.2,-77.2,1,JACKSONVILLE,32254,FL,US,27.8333,-81.717,30.33,-81.65
310,40.2,-77.2,1,OKLAHOMACITY,73103,OK,US,35.5376,-96.9247,35.46,-97.51
10,40.2,-77.2,3,LEWISTON,4240,ME,US,44.6074,-69.3977,44.08,-70.17
570,39.8,-79.8,8,SOLON,44139,OH,US,40.3736,-82.7755,41.38,-81.44
91,40.57,-112.33,1,SPRINGDALE,72762,AR,US,34.9513,-92.3809,36.18,-94.14
91,40.57,-112.33,1,SALEM,97303,OR,US,44.5672,-122.1269,45.01,-123.01
91,40.57,-112.33,1,MEDFORD,97504,OR,US,44.5672,-122.1269,42.33,-122.79
91,40.57,-112.33,2,EDMONDS,98026,WA,US,47.3917,-121.5708,47.83,-122.32
91,40.57,-112.33,3,TACOMA,98444,WA,US,47.3917,-121.5708,47.15,-122.44
91,40.57,-112.33,3,PORTLAND,97220,OR,US,44.5672,-122.1269,45.55,-122.56
591,40.57,-112.33,2,SANJOSE,95125,CA,US,36.17,-119.7462,37.29,-121.88
550,32.73,-96.29,2,WICHITA,67219,KS,US,38.5111,-96.8005,37.68,-97.34
90,34.61,-89.97,1,HOUSTON,77032,TX,US,31.106,-97.6475,29.76,-95.38
570,39.8,-79.8,1,KERNERSVILLE,27284,NC,US,35.6411,-79.8431,36.11,-80.07
580,47.1,-122.32,1,CORVALLIS,97330,OR,US,44.5672,-122.1269,44.63,-123.27
91,40.57,-112.33,1,PORTLAND,97227,OR,US,44.5672,-122.1269,45.54,-122.67
10,40.2,-77.2,1,STRATFORD,6615,CT,US,41.5834,-72.7622,41.2,-73.13
10,40.2,-77.2,1,WORCESTER,1605,MA,US,42.2373,-71.5314,42.26,-71.8
641,41.22,-96.48,4,OMAHA,68107,NE,US,41.1289,-98.2883,41.26,-96.01
641,41.22,-96.48,1,OMAHA,68127,NE,US,41.1289,-98.2883,41.26,-96.01
10,40.2,-77.2,3,CLARENCE,14031,NY,US,42.1497,-74.9384,42.98,-78.6
10,40.2,-77.2,2,JAMESTOWN,14701,NY,US,42.1497,-74.9384,42.09,-79.23
1520,41.52,-74.23,1,STOUGHTON,2072,MA,US,42.2373,-71.5314,42.11,-71.1
570,39.8,-79.8,3,HANOVER,17331,PA,US,40.5773,-77.264,39.81,-76.98
570,39.8,-79.8,2,YORK,17402,PA,US,40.5773,-77.264,39.96,-76.73
570,39.8,-79.8,1,Akron,44306,OH,US,40.3736,-82.7755,41.08,-81.52
10,40.2,-77.2,2,DENVER,80022,CO,US,39.0646,-105.3272,39.86,-104.86
10,40.2,-77.2,2,MISHAWAKA,46545,IN,US,39.8647,-86.2604,41.66,-86.16
310,40.2,-77.2,3,LONGISLANDCITY,11101,NY,US,42.1497,-74.9384,40.74,-73.93
570,39.8,-79.8,4,RESTON,20190,VA,US,37.768,-78.2057,38.95,-77.34
90,34.61,-89.97,2,MUNCIE,47304,IN,US,39.8647,-86.2604,40.19,-85.39
550,32.73,-96.29,6,HOUSTON,77073,TX,US,31.106,-97.6475,29.76,-95.38
550,32.73,-96.29,2,HOUSTON,77098,TX,US,31.106,-97.6475,29.76,-95.38
570,39.8,-79.8,1,ERIE,16506,PA,US,40.5773,-77.264,42.12,-80.08
70,38.88,-89.4,1,LINCOLN,68522,NE,US,41.1289,-98.2883,40.81,-96.68
550,32.73,-96.29,11,CYPRESS,77433,TX,US,31.106,-97.6475,29.96,-95.69
550,32.73,-96.29,6,ABILENE,79605,TX,US,31.106,-97.6475,32.45,-99.73
530,41.93,-87.87,1,DELAFIELD,53018,WI,US,44.2563,-89.6385,43.06,-88.39
530,41.93,-87.87,1,DOUSMAN,53118,WI,US,44.2563,-89.6385,43.01,-88.47
530,41.93,-87.87,1,LITTLECHUTE,54140,WI,US,44.2563,-89.6385,44.28,-88.31
530,41.93,-87.87,7,PLYMOUTH,53073,WI,US,44.2563,-89.6385,43.74,-87.97
10,40.2,-77.2,1,DORAVILLE,30360,GA,US,32.9866,-83.6487,33.76,-84.42
530,41.93,-87.87,1,CHAMPAIGN,61821,IL,US,40.3363,-89.0022,40.11,-88.26
530,41.93,-87.87,2,LAWRENCEVILLE,62439,IL,US,40.3363,-89.0022,38.72,-87.68
530,41.93,-87.87,3,WESTCHICAGO,60185,IL,US,40.3363,-89.0022,41.88,-88.22
530,41.93,-87.87,3,DEKALB,60115,IL,US,40.3363,-89.0022,41.89,-88.75
530,41.93,-87.87,2,SAGINAW,48603,MI,US,43.3504,-84.5603,43.41,-83.94
530,41.93,-87.87,1,LINCOLNPARK,48146,MI,US,43.3504,-84.5603,42.24,-83.18
530,41.93,-87.87,2,DULUTH,55807,MN,US,45.7326,-93.9196,46.78,-92.11
530,41.93,-87.87,2,LAKEVILLE,55044,MN,US,45.7326,-93.9196,44.67,-93.24
530,41.93,-87.87,1,GRANDVIEW,64030,MO,US,38.4623,-92.302,38.88,-94.52
530,41.93,-87.87,2,DAYTON,45417,OH,US,40.3736,-82.7755,39.77,-84.19
560,40.57,-112.33,2,LAKEWOOD,80215,CO,US,39.0646,-105.3272,39.76,-104.87
530,41.93,-87.87,2,LIBERTYTOWNSHIP,45069,OH,US,40.3736,-82.7755,39.33,-84.4
560,40.57,-112.33,2,GILLETTE,82718,WY,US,42.7475,-107.2085,44.28,-105.51
560,40.57,-112.33,6,BREA,92823,CA,US,36.17,-119.7462,33.92,-117.8
530,41.93,-87.87,3,GRANDRAPIDS,49548,MI,US,43.3504,-84.5603,42.96,-85.65
530,41.93,-87.87,2,KALAMAZOO,49001,MI,US,43.3504,-84.5603,42.27,-85.58
90,34.61,-89.97,2,RICELAKE,54868,WI,US,44.2563,-89.6385,45.49,-91.73
560,40.57,-112.33,4,CAMPPENDLETON,92054,CA,US,36.17,-119.7462,33.35,-117.43
91,40.57,-112.33,1,SAINTGEORGE,84790,UT,US,40.1135,-111.8535,37.06,-113.57
91,40.57,-112.33,1,ALBUQUERQUE,87109,NM,US,34.8375,-106.2371,35.11,-106.62
91,40.57,-112.33,1,DENVER,80216,CO,US,39.0646,-105.3272,39.76,-104.87
591,40.57,-112.33,1,ALBUQUERQUE,87109,NM,US,34.8375,-106.2371,35.11,-106.62
580,47.1,-122.32,5,PORTLAND,97210,OR,US,44.5672,-122.1269,45.55,-122.73
580,47.1,-122.32,2,EUGENE,97402,OR,US,44.5672,-122.1269,44.04,-123.22
580,47.1,-122.32,2,PORTLAND,97227,OR,US,44.5672,-122.1269,45.54,-122.67
580,47.1,-122.32,2,TACOMA,98445,WA,US,47.3917,-121.5708,47.13,-122.4
300,33.04,-96.51,2,MEMPHIS,38118,TN,US,35.7449,-86.7489,35.1,-90
300,33.04,-96.51,1,LEXINGTON,29072,SC,US,33.8191,-80.9066,33.98,-81.22
300,33.04,-96.51,2,NORCROSS,30091,GA,US,32.9866,-83.6487,33.94,-84.2
300,33.04,-96.51,1,FORTWORTH,76106,TX,US,31.106,-97.6475,32.75,-97.33
300,33.04,-96.51,3,COLUMBIA,29202,SC,US,33.8191,-80.9066,34,-81.03
10,40.2,-77.2,4,GREENSBORO,27409,NC,US,35.6411,-79.8431,36.07,-79.82
10,40.2,-77.2,1,SOLON,44139,OH,US,40.3736,-82.7755,41.38,-81.44
10,40.2,-77.2,2,RICHMOND,23224,VA,US,37.768,-78.2057,37.55,-77.46
10,40.2,-77.2,3,GRANDRAPIDS,49548,MI,US,43.3504,-84.5603,42.96,-85.65
10,40.2,-77.2,1,KALAMAZOO,49001,MI,US,43.3504,-84.5603,42.27,-85.58
10,40.2,-77.2,3,CHICOPEE,1020,MA,US,42.2373,-71.5314,42.17,-72.57
310,40.2,-77.2,5,TERRELL,75160,TX,US,31.106,-97.6475,32.73,-96.29
310,40.2,-77.2,1,LAKEVILLE,55044,MN,US,45.7326,-93.9196,44.67,-93.24
10,40.2,-77.2,1,LANCASTER,17601,PA,US,40.5773,-77.264,40.04,-76.3
10,40.2,-77.2,1,READING,19611,PA,US,40.5773,-77.264,40.33,-75.92
570,39.8,-79.8,1,MOUNTVERNON,43050,OH,US,40.3736,-82.7755,40.39,-82.47
90,34.61,-89.97,1,ALLEGAN,49010,MI,US,43.3504,-84.5603,42.52,-85.84
90,34.61,-89.97,1,CHARLOTTE,28273,NC,US,35.6411,-79.8431,35.19,-80.83
90,34.61,-89.97,1,PINEVILLE,28134,NC,US,35.6411,-79.8431,35.08,-80.88
320,32.73,-96.29,2,LOUISVILLE,40213,KY,US,37.669,-84.6514,38.22,-85.74
320,32.73,-96.29,1,TOOELE,84074,UT,US,40.1135,-111.8535,40.57,-112.33
320,32.73,-96.29,2,DIXON,95620,CA,US,36.17,-119.7462,38.39,-121.81
70,38.88,-89.4,1,EVANSVILLE,47711,IN,US,39.8647,-86.2604,37.98,-87.54
570,39.8,-79.8,2,MONTGOMERY,12549,NY,US,42.1497,-74.9384,41.52,-74.23
70,38.88,-89.4,1,HASTINGS,68901,NE,US,41.1289,-98.2883,40.58,-98.39
70,38.88,-89.4,2,Brooksville,34601,FL,US,27.8333,-81.717,28.55,-82.39
70,38.88,-89.4,1,Ocala,34474,FL,US,27.8333,-81.717,29.18,-82.13
70,38.88,-89.4,1,LAFOLLETTE,37766,TN,US,35.7449,-86.7489,36.37,-84.12
90,34.61,-89.97,1,GREER,29651,SC,US,33.8191,-80.9066,34.93,-82.23
90,34.61,-89.97,1,DURHAM,27703,NC,US,35.6411,-79.8431,35.98,-78.91
90,34.61,-89.97,1,CONCORD,28027,NC,US,35.6411,-79.8431,35.4,-80.59
10,40.2,-77.2,1,MOUNTVERNON,43050,OH,US,40.3736,-82.7755,40.39,-82.47
10,40.2,-77.2,2,AUGUSTA,4330,ME,US,44.6074,-69.3977,44.33,-69.72
10,40.2,-77.2,2,Watertown,13601,NY,US,42.1497,-74.9384,43.97,-75.91
10,40.2,-77.2,2,HARTFORD,6120,CT,US,41.5834,-72.7622,41.76,-72.68
570,39.8,-79.8,2,STEPHENSCITY,22655,VA,US,37.768,-78.2057,39.09,-78.22
10,40.2,-77.2,2,ALBANY,12205,NY,US,42.1497,-74.9384,42.66,-73.79
10,40.2,-77.2,1,ALLENTOWN,18103,PA,US,40.5773,-77.264,40.59,-75.47
10,40.2,-77.2,2,DURHAM,27703,NC,US,35.6411,-79.8431,35.98,-78.91
570,39.8,-79.8,1,SCOTIA,12302,NY,US,42.1497,-74.9384,42.8,-73.92
570,39.8,-79.8,2,HICKORY,28601,NC,US,35.6411,-79.8431,35.73,-81.32
570,39.8,-79.8,1,LAURENS,29360,SC,US,33.8191,-80.9066,34.5,-82.02
10,40.2,-77.2,1,RESTON,20190,VA,US,37.768,-78.2057,38.95,-77.34
540,30.19,-82.64,2,FRANKLINPARK,60131,IL,US,40.3363,-89.0022,41.93,-87.87
70,38.88,-89.4,2,INDIANAPOLIS,46231,IN,US,39.8647,-86.2604,39.77,-86.14
530,41.93,-87.87,3,PLYMOUTH,55441,MN,US,45.7326,-93.9196,44.96,-93.26
70,38.88,-89.4,1,STEPHENSCITY,22655,VA,US,37.768,-78.2057,39.09,-78.22
530,41.93,-87.87,1,GRANDHAVEN,49417,MI,US,43.3504,-84.5603,43.05,-86.22
530,41.93,-87.87,1,ALLIANCE,44601,OH,US,40.3736,-82.7755,40.91,-81.11
530,41.93,-87.87,2,STANLEY,54768,WI,US,44.2563,-89.6385,44.96,-90.94
300,33.04,-96.51,1,WESTCOLUMBIA,29169,SC,US,33.8191,-80.9066,33.99,-81.08
10,40.2,-77.2,4,ROCHESTER,14621,NY,US,42.1497,-74.9384,43.16,-77.61
550,32.73,-96.29,1,SEWELL,8080,NJ,US,40.314,-74.5089,39.75,-75.09
646,28.04,-81.96,4,TARHEEL,28392,NC,US,35.6411,-79.8431,34.73,-78.79
570,39.8,-79.8,2,GROVECITY,43123,OH,US,40.3736,-82.7755,39.87,-83.07
550,32.73,-96.29,2,CONROE,77304,TX,US,31.106,-97.6475,30.32,-95.47
641,41.22,-96.48,1,OKLAHOMACITY,73128,OK,US,35.5376,-96.9247,35.46,-97.51
641,41.22,-96.48,7,OMAHA,68117,NE,US,41.1289,-98.2883,41.26,-96.01
570,39.8,-79.8,1,HARRISON,7029,NJ,US,40.314,-74.5089,40.74,-74.15
570,39.8,-79.8,1,SHELBURNE,5482,VT,US,44.0407,-72.7093,44.38,-73.23
570,39.8,-79.8,1,WILLISTON,5495,VT,US,44.0407,-72.7093,44.43,-73.07
570,39.8,-79.8,1,PITTSBURGH,15208,PA,US,40.5773,-77.264,40.43,-79.97
10,40.2,-77.2,2,PHILADELPHIA,19124,PA,US,40.5773,-77.264,39.95,-75.16
570,39.8,-79.8,2,COLUMBUS,43201,OH,US,40.3736,-82.7755,39.98,-82.98
310,40.2,-77.2,3,PHOENIXVILLE,19460,PA,US,40.5773,-77.264,40.13,-75.51
310,40.2,-77.2,1,MEDFORD,11763,NY,US,42.1497,-74.9384,40.82,-72.98
550,32.73,-96.29,4,Tulsa,74145,OK,US,35.5376,-96.9247,36.12,-95.91
90,34.61,-89.97,1,HOUSTON,77067,TX,US,31.106,-97.6475,29.76,-95.38
90,34.61,-89.97,1,NEWCANEY,77357,TX,US,31.106,-97.6475,30.15,-95.18
550,32.73,-96.29,2,ARLINGTON,76011,TX,US,31.106,-97.6475,32.69,-97.12
550,32.73,-96.29,5,AUSTIN,78702,TX,US,31.106,-97.6475,30.26,-97.74
540,30.19,-82.64,15,BRASELTON,30517,GA,US,32.9866,-83.6487,34.1,-83.78
90,34.61,-89.97,1,Tulsa,74145,OK,US,35.5376,-96.9247,36.12,-95.91
663,38.39,-121.81,1,DELANO,93215,CA,US,36.17,-119.7462,35.78,-119.23
1520,41.52,-74.23,1,EASTSYRACUSE,13057,NY,US,42.1497,-74.9384,43.06,-76.07
540,30.19,-82.64,3,Miami,33150,FL,US,27.8333,-81.717,25.77,-80.2
550,32.73,-96.29,1,AUSTIN,78758,TX,US,31.106,-97.6475,30.26,-97.74
10,40.2,-77.2,1,ELMIRAHEIGHTS,14903,NY,US,42.1497,-74.9384,42.08,-76.8
91,40.57,-112.33,1,MISSOULA,59808,MT,US,46.9048,-110.3261,46.98,-114.12
91,40.57,-112.33,1,MIDLAND,79706,TX,US,31.106,-97.6475,32.02,-102.1
591,40.57,-112.33,1,COLORADOSPRINGS,80906,CO,US,39.0646,-105.3272,38.86,-104.76
320,32.73,-96.29,17,CARLISLE,17013,PA,US,40.5773,-77.264,40.2,-77.2
70,38.88,-89.4,1,KansasCity,66103,KS,US,38.5111,-96.8005,39.1,-94.62
70,38.88,-89.4,1,Wichita,67214,KS,US,38.5111,-96.8005,37.68,-97.34
663,38.39,-121.81,2,CARMICHAEL,95608,CA,US,36.17,-119.7462,38.62,-121.32
10,40.2,-77.2,1,BETHLEHEM,18017,PA,US,40.5773,-77.264,40.62,-75.36
10,40.2,-77.2,1,JOHNSONCITY,37601,TN,US,35.7449,-86.7489,36.33,-82.36
10,40.2,-77.2,1,SWANNANOA,28778,NC,US,35.6411,-79.8431,35.6,-82.39
570,39.8,-79.8,1,FREDERICK,21701,MD,US,39.0724,-76.7902,39.42,-77.41
550,32.73,-96.29,2,SAINTCHARLES,63301,MO,US,38.4623,-92.302,38.79,-90.51
570,39.8,-79.8,13,DURHAM,27703,NC,US,35.6411,-79.8431,35.98,-78.91
570,39.8,-79.8,1,ORLANDO,32804,FL,US,27.8333,-81.717,28.5,-81.37
570,39.8,-79.8,1,Pittsburgh,15213,PA,US,40.5773,-77.264,40.43,-79.97
10,40.2,-77.2,1,QUAKERTOWN,18951,PA,US,40.5773,-77.264,40.43,-75.34
550,32.73,-96.29,4,TULSA,74112,OK,US,35.5376,-96.9247,36.12,-95.91
550,32.73,-96.29,3,LYTLE,78052,TX,US,31.106,-97.6475,29.23,-98.79
663,38.39,-121.81,4,FREMONT,94536,CA,US,36.17,-119.7462,37.56,-121.98
663,38.39,-121.81,3,SANJOSE,95112,CA,US,36.17,-119.7462,37.34,-121.88
70,38.88,-89.4,1,NORTHBROOK,60062,IL,US,40.3363,-89.0022,42.12,-87.83
663,38.39,-121.81,1,FAIRFIELD,94534,CA,US,36.17,-119.7462,38.23,-122.12
663,38.39,-121.81,2,OAKLAND,94621,CA,US,36.17,-119.7462,37.73,-122.2
10,40.2,-77.2,1,CHARLOTTE,28273,NC,US,35.6411,-79.8431,35.19,-80.83
1520,41.52,-74.23,2,MEDFIELD,2052,MA,US,42.2373,-71.5314,42.18,-71.3
1520,41.52,-74.23,6,GLENGARDNER,8826,NJ,US,40.314,-74.5089,40.69,-74.94
1520,41.52,-74.23,4,WENONAH,8090,NJ,US,40.314,-74.5089,39.79,-75.14
663,38.39,-121.81,2,FRESNO,93703,CA,US,36.17,-119.7462,36.76,-119.76
1520,41.52,-74.23,16,TETERBORO,7608,NJ,US,40.314,-74.5089,40.85,-74.06
